"status","duration","credit_history","purpose","credit_amount","savings_account","employment","installment_rate","personal_status","guarantors","residence_since","property","age","installment_plans","housing","num_credits","job","dependents","telephone","foreign_worker","assessment"
"no_account",12,"critical_account","business",1185,"low_savings","1_to_4yrs",3,"female_divorced","none",2,"real_estate",27,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",12,"all_paid","retraining",3447,"good_savings","1_to_4yrs",4,"female_divorced","none",3,"real_estate",35,"none","own",1,"unskilled_resident",2,"none","yes","good"
"no_account",24,"current_credits_paid","business",1258,"low_savings","4_to_7yrs",4,"male_single","none",1,"real_estate",25,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",12,"critical_account","electronics",717,"low_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",52,"none","own",3,"skilled_employee",1,"none","yes","good"
"no_account",6,"no_credits","new_car",1204,"moderate_savings","1_to_4yrs",4,"male_single","none",1,"no_property",35,"bank","rent",1,"skilled_employee",1,"none","no","good"
"large_balance",24,"current_credits_paid","furniture",1925,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",26,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",18,"current_credits_paid","electronics",433,"low_savings","unemployed",3,"female_divorced","co_applicant",4,"real_estate",22,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",6,"critical_account","new_car",666,"high_savings","4_to_7yrs",3,"female_divorced","none",4,"real_estate",39,"none","own",2,"unskilled_resident",1,"registered","yes","good"
"large_balance",12,"current_credits_paid","furniture",2251,"low_savings","1_to_4yrs",1,"female_divorced","none",2,"car_or_other",46,"none","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",30,"current_credits_paid","new_car",2150,"low_savings","1_to_4yrs",4,"female_divorced","guarantor",2,"no_property",24,"bank","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",24,"past_delay","furniture",4151,"moderate_savings","1_to_4yrs",2,"male_single","none",3,"insurance",35,"none","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",9,"current_credits_paid","furniture",2030,"unknown_savings","4_to_7yrs",2,"male_single","none",1,"car_or_other",24,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",60,"past_delay","electronics",7418,"unknown_savings","1_to_4yrs",1,"male_single","none",1,"real_estate",27,"none","own",1,"unskilled_resident",1,"none","yes","good"
"no_account",24,"critical_account","electronics",2684,"low_savings","1_to_4yrs",4,"male_single","none",2,"real_estate",35,"none","own",2,"unskilled_resident",1,"none","yes","good"
"negative_balance",12,"all_paid","electronics",2149,"low_savings","1_to_4yrs",4,"male_divorced","none",1,"no_property",29,"none","free",1,"skilled_employee",1,"none","yes","bad"
"no_account",15,"current_credits_paid","used_car",3812,"moderate_savings","less_than_1yr",1,"female_divorced","none",4,"car_or_other",23,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",11,"critical_account","electronics",1154,"moderate_savings","unemployed",4,"female_divorced","none",4,"real_estate",57,"none","own",3,"unskilled_resident",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","furniture",1657,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",27,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",24,"current_credits_paid","electronics",1603,"low_savings","7_or_more_yrs",4,"female_divorced","none",4,"car_or_other",55,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"critical_account","new_car",5302,"low_savings","7_or_more_yrs",2,"male_single","none",4,"no_property",36,"none","free",3,"management",1,"registered","yes","good"
"no_account",12,"critical_account","education",2748,"low_savings","7_or_more_yrs",2,"female_divorced","none",4,"no_property",57,"bank","free",3,"unskilled_resident",1,"none","yes","good"
"no_account",10,"critical_account","new_car",1231,"low_savings","7_or_more_yrs",3,"male_single","none",4,"real_estate",32,"none","own",2,"unskilled_resident",2,"none","no","good"
"small_balance",15,"current_credits_paid","electronics",802,"low_savings","7_or_more_yrs",4,"male_single","none",3,"car_or_other",37,"none","own",1,"skilled_employee",2,"none","yes","bad"
"no_account",36,"critical_account","business",6304,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",36,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","electronics",1533,"low_savings","less_than_1yr",4,"female_divorced","none",3,"car_or_other",38,"stores","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",14,"current_credits_paid","new_car",8978,"low_savings","7_or_more_yrs",1,"male_divorced","none",4,"insurance",45,"none","own",1,"management",1,"registered","no","bad"
"no_account",24,"current_credits_paid","electronics",999,"unknown_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",25,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"current_credits_paid","new_car",2662,"unknown_savings","4_to_7yrs",4,"male_single","none",3,"insurance",32,"none","own",1,"skilled_employee",1,"none","no","good"
"no_account",12,"critical_account","furniture",1402,"good_savings","4_to_7yrs",3,"female_divorced","none",4,"car_or_other",37,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"small_balance",48,"all_paid","new_car",12169,"unknown_savings","unemployed",4,"male_single","co_applicant",4,"no_property",36,"none","free",1,"management",1,"registered","yes","good"
"small_balance",48,"current_credits_paid","electronics",3060,"low_savings","4_to_7yrs",4,"male_single","none",4,"real_estate",28,"none","own",2,"skilled_employee",1,"none","yes","bad"
"negative_balance",30,"current_credits_paid","repairs",11998,"low_savings","less_than_1yr",1,"male_divorced","none",1,"no_property",34,"none","own",1,"unskilled_resident",1,"registered","yes","bad"
"no_account",9,"current_credits_paid","electronics",2697,"low_savings","1_to_4yrs",1,"male_single","none",2,"real_estate",32,"none","own",1,"skilled_employee",2,"none","yes","good"
"no_account",18,"critical_account","electronics",2404,"low_savings","1_to_4yrs",2,"female_divorced","none",2,"car_or_other",26,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","furniture",1262,"unknown_savings","7_or_more_yrs",2,"male_divorced","none",4,"insurance",49,"none","own",1,"unskilled_resident",1,"registered","yes","good"
"no_account",6,"current_credits_paid","furniture",4611,"low_savings","less_than_1yr",1,"female_divorced","none",4,"insurance",32,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",24,"current_credits_paid","electronics",1901,"moderate_savings","1_to_4yrs",4,"male_single","none",4,"car_or_other",29,"none","rent",1,"management",1,"registered","yes","good"
"no_account",15,"critical_account","used_car",3368,"high_savings","7_or_more_yrs",3,"male_single","none",4,"no_property",23,"none","rent",2,"skilled_employee",1,"registered","yes","good"
"no_account",12,"current_credits_paid","furniture",1574,"low_savings","1_to_4yrs",4,"male_single","none",2,"real_estate",50,"none","own",1,"skilled_employee",1,"none","yes","good"
"large_balance",18,"all_paid","electronics",1445,"unknown_savings","4_to_7yrs",4,"male_single","none",4,"car_or_other",49,"bank","own",1,"unskilled_resident",1,"none","yes","good"
"no_account",15,"critical_account","furniture",1520,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",63,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",24,"critical_account","new_car",3878,"moderate_savings","less_than_1yr",4,"male_divorced","none",2,"car_or_other",37,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",47,"current_credits_paid","new_car",10722,"low_savings","less_than_1yr",1,"female_divorced","none",1,"real_estate",35,"none","own",1,"unskilled_resident",1,"registered","yes","good"
"negative_balance",48,"current_credits_paid","used_car",4788,"low_savings","4_to_7yrs",4,"male_single","none",3,"insurance",26,"none","own",1,"skilled_employee",2,"none","yes","good"
"small_balance",48,"past_delay","other",7582,"moderate_savings","unemployed",2,"male_single","none",4,"no_property",31,"none","free",1,"management",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","electronics",1092,"low_savings","1_to_4yrs",4,"female_divorced","guarantor",4,"real_estate",49,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",24,"past_delay","electronics",1024,"low_savings","less_than_1yr",4,"male_married","none",4,"real_estate",48,"stores","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",12,"current_credits_paid","business",1076,"low_savings","1_to_4yrs",2,"male_married","none",2,"real_estate",26,"none","own",1,"skilled_employee",1,"registered","no","good"
"small_balance",36,"current_credits_paid","used_car",9398,"low_savings","less_than_1yr",1,"male_married","none",4,"car_or_other",28,"none","rent",1,"management",1,"registered","yes","bad"
"negative_balance",24,"critical_account","used_car",6419,"low_savings","7_or_more_yrs",2,"female_divorced","none",4,"no_property",44,"none","free",2,"management",2,"registered","yes","good"
"large_balance",42,"critical_account","used_car",4796,"low_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",56,"none","free",1,"skilled_employee",1,"none","yes","good"
"no_account",48,"critical_account","business",7629,"unknown_savings","7_or_more_yrs",4,"male_divorced","none",2,"car_or_other",46,"bank","own",2,"management",2,"none","yes","good"
"small_balance",48,"current_credits_paid","furniture",9960,"low_savings","less_than_1yr",1,"female_divorced","none",2,"car_or_other",26,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"no_account",12,"current_credits_paid","used_car",4675,"unknown_savings","less_than_1yr",1,"female_divorced","none",4,"car_or_other",20,"none","rent",1,"skilled_employee",1,"none","yes","good"
"no_account",10,"current_credits_paid","new_car",1287,"unknown_savings","7_or_more_yrs",4,"male_single","co_applicant",2,"insurance",45,"none","own",1,"unskilled_resident",1,"none","no","good"
"no_account",18,"current_credits_paid","furniture",2515,"low_savings","1_to_4yrs",3,"male_single","none",4,"real_estate",43,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",21,"critical_account","furniture",2745,"high_savings","4_to_7yrs",3,"male_single","none",2,"car_or_other",32,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",6,"current_credits_paid","new_car",672,"low_savings","unemployed",1,"female_divorced","none",4,"real_estate",54,"none","own",1,"unemployed",1,"registered","yes","good"
"small_balance",36,"no_credits","electronics",3804,"low_savings","1_to_4yrs",4,"female_divorced","none",1,"car_or_other",42,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"large_balance",24,"critical_account","new_car",1344,"unknown_savings","4_to_7yrs",4,"male_single","none",2,"real_estate",37,"bank","own",2,"unskilled_resident",2,"none","yes","bad"
"negative_balance",10,"critical_account","new_car",1038,"low_savings","4_to_7yrs",4,"male_single","co_applicant",3,"insurance",49,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",48,"critical_account","new_car",10127,"good_savings","1_to_4yrs",2,"male_single","none",2,"no_property",44,"bank","free",1,"skilled_employee",1,"none","yes","bad"
"no_account",6,"current_credits_paid","furniture",1543,"high_savings","1_to_4yrs",4,"male_divorced","none",2,"real_estate",33,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",30,"current_credits_paid","used_car",4811,"unknown_savings","4_to_7yrs",2,"female_divorced","none",4,"insurance",24,"stores","rent",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","electronics",727,"moderate_savings","less_than_1yr",4,"male_married","none",3,"no_property",33,"none","own",1,"unskilled_resident",1,"registered","yes","bad"
"small_balance",8,"current_credits_paid","furniture",1237,"low_savings","1_to_4yrs",3,"female_divorced","none",4,"real_estate",24,"none","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",9,"current_credits_paid","new_car",276,"low_savings","1_to_4yrs",4,"male_married","none",4,"real_estate",22,"none","rent",1,"unskilled_resident",1,"none","yes","good"
"small_balance",48,"current_credits_paid","other",5381,"unknown_savings","unemployed",3,"male_single","none",4,"no_property",40,"bank","free",1,"unemployed",1,"registered","yes","good"
"no_account",24,"current_credits_paid","furniture",5511,"moderate_savings","1_to_4yrs",4,"male_single","none",1,"car_or_other",25,"stores","own",1,"skilled_employee",1,"none","yes","good"
"large_balance",24,"current_credits_paid","furniture",3749,"low_savings","less_than_1yr",2,"female_divorced","none",4,"car_or_other",26,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",12,"current_credits_paid","new_car",685,"low_savings","4_to_7yrs",2,"male_married","none",3,"car_or_other",25,"bank","own",1,"unskilled_resident",1,"none","yes","bad"
"large_balance",4,"current_credits_paid","new_car",1494,"unknown_savings","less_than_1yr",1,"male_single","none",2,"real_estate",29,"none","own",1,"unskilled_resident",2,"none","no","good"
"negative_balance",36,"all_paid","furniture",2746,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",31,"bank","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",12,"current_credits_paid","furniture",708,"low_savings","1_to_4yrs",2,"male_single","guarantor",3,"insurance",38,"none","own",1,"unskilled_resident",2,"none","yes","good"
"small_balance",24,"current_credits_paid","furniture",4351,"unknown_savings","1_to_4yrs",1,"female_divorced","none",4,"insurance",48,"none","own",1,"unskilled_resident",1,"registered","yes","good"
"no_account",12,"critical_account","education",701,"low_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",32,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",15,"past_delay","furniture",3643,"low_savings","7_or_more_yrs",1,"female_divorced","none",4,"insurance",27,"none","own",2,"unskilled_resident",1,"none","yes","good"
"small_balance",30,"critical_account","new_car",4249,"low_savings","unemployed",4,"male_married","none",2,"car_or_other",28,"none","own",2,"management",1,"none","yes","bad"
"negative_balance",24,"current_credits_paid","electronics",1938,"low_savings","less_than_1yr",4,"male_divorced","none",3,"insurance",32,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",24,"current_credits_paid","used_car",2910,"low_savings","4_to_7yrs",2,"male_single","none",1,"no_property",34,"none","free",1,"management",1,"registered","yes","good"
"negative_balance",18,"current_credits_paid","furniture",2659,"high_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",18,"critical_account","new_car",1028,"low_savings","1_to_4yrs",4,"female_divorced","none",3,"real_estate",36,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",8,"critical_account","new_car",3398,"low_savings","4_to_7yrs",1,"male_single","none",4,"real_estate",39,"none","own",2,"unskilled_resident",1,"none","no","good"
"no_account",12,"critical_account","furniture",5801,"unknown_savings","7_or_more_yrs",2,"male_single","none",4,"insurance",49,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"no_account",24,"current_credits_paid","new_car",1525,"high_savings","4_to_7yrs",4,"female_divorced","none",3,"car_or_other",34,"none","own",1,"skilled_employee",2,"registered","yes","good"
"large_balance",36,"current_credits_paid","electronics",4473,"low_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",31,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",6,"current_credits_paid","electronics",1068,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",28,"none","own",1,"skilled_employee",2,"none","yes","good"
"negative_balance",24,"critical_account","used_car",6615,"low_savings","unemployed",2,"male_single","none",4,"no_property",75,"none","free",2,"management",1,"registered","yes","good"
"no_account",18,"critical_account","education",1864,"moderate_savings","1_to_4yrs",4,"female_divorced","none",2,"real_estate",30,"none","own",2,"skilled_employee",1,"none","yes","bad"
"small_balance",60,"current_credits_paid","new_car",7408,"moderate_savings","less_than_1yr",4,"female_divorced","none",2,"insurance",24,"none","own",1,"management",1,"none","yes","bad"
"no_account",48,"critical_account","used_car",11590,"moderate_savings","1_to_4yrs",2,"female_divorced","none",4,"car_or_other",24,"bank","rent",2,"unskilled_resident",1,"none","yes","bad"
"negative_balance",24,"no_credits","furniture",4110,"low_savings","7_or_more_yrs",3,"male_single","none",4,"no_property",23,"bank","rent",2,"skilled_employee",2,"none","yes","bad"
"negative_balance",6,"critical_account","furniture",3384,"low_savings","1_to_4yrs",1,"male_divorced","none",4,"real_estate",44,"none","rent",1,"management",1,"registered","yes","bad"
"small_balance",13,"current_credits_paid","electronics",2101,"low_savings","less_than_1yr",2,"female_divorced","guarantor",4,"insurance",23,"none","own",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",15,"current_credits_paid","appliances",1275,"unknown_savings","1_to_4yrs",4,"female_divorced","none",2,"car_or_other",24,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",24,"current_credits_paid","furniture",4169,"low_savings","1_to_4yrs",4,"male_single","none",4,"insurance",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",10,"current_credits_paid","furniture",1521,"low_savings","1_to_4yrs",4,"male_divorced","none",2,"car_or_other",31,"none","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",24,"critical_account","education",5743,"low_savings","less_than_1yr",2,"female_divorced","none",4,"no_property",24,"none","free",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",21,"current_credits_paid","furniture",3599,"low_savings","4_to_7yrs",1,"female_divorced","none",4,"car_or_other",26,"none","rent",1,"unskilled_resident",1,"none","yes","good"
"small_balance",18,"current_credits_paid","electronics",3213,"good_savings","less_than_1yr",1,"male_married","none",3,"real_estate",25,"none","rent",1,"skilled_employee",1,"none","yes","good"
"small_balance",18,"current_credits_paid","business",4439,"low_savings","7_or_more_yrs",1,"male_single","co_applicant",1,"real_estate",33,"bank","own",1,"management",1,"registered","yes","good"
"large_balance",10,"current_credits_paid","new_car",3949,"low_savings","less_than_1yr",1,"male_single","guarantor",1,"insurance",37,"none","own",1,"unskilled_resident",2,"none","yes","good"
"no_account",15,"critical_account","electronics",1459,"low_savings","1_to_4yrs",4,"female_divorced","none",2,"car_or_other",43,"none","own",1,"unskilled_resident",1,"none","yes","good"
"small_balance",13,"critical_account","electronics",882,"low_savings","less_than_1yr",4,"male_single","guarantor",4,"real_estate",23,"none","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",24,"current_credits_paid","electronics",3758,"good_savings","unemployed",1,"female_divorced","none",4,"no_property",23,"none","rent",1,"unemployed",1,"none","yes","good"
"no_account",6,"past_delay","business",1743,"moderate_savings","1_to_4yrs",1,"male_single","none",2,"real_estate",34,"none","own",2,"unskilled_resident",1,"none","yes","good"
"small_balance",9,"critical_account","education",1136,"high_savings","7_or_more_yrs",4,"male_single","none",3,"no_property",32,"none","free",2,"skilled_employee",2,"none","yes","bad"
"no_account",9,"current_credits_paid","appliances",1236,"low_savings","less_than_1yr",1,"female_divorced","none",4,"real_estate",23,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"small_balance",9,"current_credits_paid","furniture",959,"low_savings","1_to_4yrs",1,"female_divorced","none",2,"car_or_other",29,"none","own",1,"skilled_employee",1,"none","no","bad"
"no_account",18,"critical_account","used_car",3229,"unknown_savings","unemployed",2,"male_single","none",4,"no_property",38,"none","own",1,"management",1,"registered","yes","good"
"negative_balance",12,"no_credits","electronics",6199,"low_savings","1_to_4yrs",4,"male_single","none",2,"insurance",28,"none","rent",2,"skilled_employee",1,"registered","yes","bad"
"no_account",10,"current_credits_paid","education",727,"good_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",46,"none","free",1,"skilled_employee",1,"registered","yes","good"
"small_balance",24,"current_credits_paid","new_car",1246,"low_savings","less_than_1yr",4,"male_single","none",2,"real_estate",23,"stores","own",1,"unskilled_resident",1,"none","yes","bad"
"no_account",12,"critical_account","electronics",2331,"unknown_savings","7_or_more_yrs",1,"male_single","co_applicant",4,"real_estate",49,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",36,"past_delay","electronics",4463,"low_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",26,"none","own",2,"management",1,"registered","yes","bad"
"no_account",12,"current_credits_paid","electronics",776,"low_savings","1_to_4yrs",4,"male_married","none",2,"real_estate",28,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",30,"current_credits_paid","furniture",2406,"low_savings","4_to_7yrs",4,"female_divorced","none",4,"real_estate",23,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"small_balance",18,"current_credits_paid","education",1239,"unknown_savings","1_to_4yrs",4,"male_single","none",4,"no_property",61,"none","free",1,"skilled_employee",1,"none","yes","good"
"large_balance",12,"current_credits_paid","electronics",3399,"unknown_savings","7_or_more_yrs",2,"male_single","none",3,"car_or_other",37,"none","own",1,"management",1,"none","yes","good"
"large_balance",12,"past_delay","new_car",2247,"low_savings","1_to_4yrs",2,"female_divorced","none",2,"car_or_other",36,"stores","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",6,"current_credits_paid","furniture",1766,"low_savings","1_to_4yrs",1,"male_married","none",2,"insurance",21,"none","rent",1,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","furniture",2473,"low_savings","unemployed",4,"male_single","none",1,"car_or_other",25,"none","own",1,"unemployed",1,"none","yes","bad"
"no_account",12,"current_credits_paid","business",1542,"low_savings","4_to_7yrs",2,"male_single","none",4,"car_or_other",36,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",18,"critical_account","used_car",3850,"low_savings","4_to_7yrs",3,"male_single","none",1,"car_or_other",27,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",18,"current_credits_paid","furniture",3650,"low_savings","less_than_1yr",1,"female_divorced","none",4,"car_or_other",22,"none","rent",1,"skilled_employee",1,"none","yes","good"
"negative_balance",36,"current_credits_paid","furniture",3446,"low_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",42,"none","own",1,"skilled_employee",2,"none","yes","bad"
"small_balance",18,"current_credits_paid","furniture",3001,"low_savings","4_to_7yrs",2,"female_divorced","none",4,"real_estate",40,"none","rent",1,"skilled_employee",1,"none","yes","good"
"no_account",36,"current_credits_paid","new_car",3079,"unknown_savings","1_to_4yrs",4,"male_single","none",4,"real_estate",36,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",18,"critical_account","electronics",6070,"low_savings","7_or_more_yrs",3,"male_single","none",4,"car_or_other",33,"none","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",10,"critical_account","furniture",2146,"low_savings","less_than_1yr",1,"female_divorced","none",3,"real_estate",23,"none","rent",2,"skilled_employee",1,"none","yes","good"
"no_account",60,"critical_account","new_car",13756,"unknown_savings","7_or_more_yrs",2,"male_single","none",4,"no_property",63,"bank","free",1,"management",1,"registered","yes","good"
"small_balance",60,"all_paid","other",14782,"moderate_savings","7_or_more_yrs",3,"female_divorced","none",4,"no_property",60,"bank","free",2,"management",1,"registered","yes","bad"
"negative_balance",48,"all_paid","business",7685,"low_savings","4_to_7yrs",2,"female_divorced","guarantor",4,"car_or_other",37,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"no_account",18,"past_delay","electronics",2320,"low_savings","unemployed",2,"male_married","none",3,"real_estate",34,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",7,"past_delay","electronics",846,"unknown_savings","7_or_more_yrs",3,"male_single","none",4,"no_property",36,"none","free",1,"skilled_employee",1,"none","yes","good"
"small_balance",36,"current_credits_paid","new_car",14318,"low_savings","7_or_more_yrs",4,"male_single","none",2,"no_property",57,"none","free",1,"management",1,"registered","yes","bad"
"no_account",6,"critical_account","new_car",362,"moderate_savings","1_to_4yrs",4,"female_divorced","none",4,"car_or_other",52,"none","own",2,"unskilled_resident",1,"none","yes","good"
"negative_balance",20,"current_credits_paid","furniture",2212,"unknown_savings","4_to_7yrs",4,"male_single","none",4,"car_or_other",39,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",18,"current_credits_paid","used_car",12976,"low_savings","unemployed",3,"female_divorced","none",4,"no_property",38,"none","free",1,"management",1,"registered","yes","bad"
"no_account",22,"current_credits_paid","new_car",1283,"unknown_savings","4_to_7yrs",4,"female_divorced","none",4,"insurance",25,"none","rent",1,"skilled_employee",1,"none","yes","good"
"large_balance",12,"current_credits_paid","new_car",1330,"low_savings","less_than_1yr",4,"male_single","none",1,"real_estate",26,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",30,"past_delay","business",4272,"moderate_savings","1_to_4yrs",2,"male_single","none",2,"insurance",26,"none","own",2,"unskilled_resident",1,"none","yes","good"
"no_account",18,"critical_account","electronics",2238,"low_savings","1_to_4yrs",2,"female_divorced","none",1,"car_or_other",25,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"current_credits_paid","electronics",1126,"unknown_savings","less_than_1yr",4,"female_divorced","none",2,"real_estate",21,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"small_balance",18,"critical_account","furniture",7374,"low_savings","unemployed",4,"male_single","none",4,"insurance",40,"stores","own",2,"management",1,"registered","yes","good"
"small_balance",15,"critical_account","business",2326,"good_savings","1_to_4yrs",2,"male_single","none",4,"car_or_other",27,"bank","own",1,"skilled_employee",1,"none","yes","good"
"no_account",9,"current_credits_paid","business",1449,"low_savings","4_to_7yrs",3,"female_divorced","none",2,"car_or_other",27,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",18,"current_credits_paid","new_car",1820,"low_savings","1_to_4yrs",2,"male_married","none",2,"insurance",30,"none","own",1,"management",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","furniture",983,"high_savings","less_than_1yr",1,"female_divorced","none",4,"real_estate",19,"none","rent",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",36,"current_credits_paid","new_car",3249,"low_savings","4_to_7yrs",2,"male_single","none",4,"no_property",39,"bank","free",1,"management",2,"registered","yes","good"
"negative_balance",6,"critical_account","electronics",1957,"low_savings","4_to_7yrs",1,"female_divorced","none",4,"car_or_other",31,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",9,"critical_account","furniture",2406,"low_savings","unemployed",2,"male_single","none",3,"car_or_other",31,"none","own",1,"management",1,"none","yes","good"
"small_balance",39,"past_delay","education",11760,"moderate_savings","4_to_7yrs",2,"male_single","none",3,"no_property",32,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",12,"current_credits_paid","furniture",2578,"low_savings","unemployed",3,"female_divorced","none",4,"no_property",55,"none","free",1,"management",1,"none","yes","good"
"negative_balance",36,"critical_account","furniture",2348,"low_savings","1_to_4yrs",3,"male_married","none",2,"insurance",46,"none","own",2,"skilled_employee",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","new_car",1223,"low_savings","7_or_more_yrs",1,"male_divorced","none",1,"real_estate",46,"none","rent",2,"skilled_employee",1,"none","yes","bad"
"no_account",24,"critical_account","electronics",1516,"high_savings","1_to_4yrs",4,"female_divorced","none",1,"real_estate",43,"none","own",2,"unskilled_resident",1,"none","yes","good"
"no_account",18,"current_credits_paid","electronics",1473,"low_savings","less_than_1yr",3,"male_married","none",4,"real_estate",39,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",18,"critical_account","business",1887,"unknown_savings","1_to_4yrs",4,"male_married","none",4,"real_estate",28,"bank","own",2,"skilled_employee",1,"none","yes","good"
"no_account",24,"past_delay","business",8648,"low_savings","less_than_1yr",2,"male_single","none",2,"car_or_other",27,"bank","own",2,"skilled_employee",1,"registered","yes","bad"
"no_account",14,"past_delay","new_car",802,"low_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",27,"none","own",2,"unskilled_resident",1,"none","yes","good"
"small_balance",18,"past_delay","new_car",2899,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",43,"none","own",1,"skilled_employee",2,"none","yes","good"
"small_balance",24,"current_credits_paid","electronics",2039,"low_savings","less_than_1yr",1,"male_married","none",1,"insurance",22,"none","own",1,"skilled_employee",1,"registered","yes","bad"
"no_account",24,"critical_account","used_car",2197,"unknown_savings","4_to_7yrs",4,"male_single","none",4,"car_or_other",43,"none","own",2,"skilled_employee",2,"registered","yes","good"
"negative_balance",15,"current_credits_paid","electronics",1053,"low_savings","less_than_1yr",4,"male_married","none",2,"real_estate",27,"none","own",1,"skilled_employee",1,"none","no","good"
"no_account",24,"current_credits_paid","electronics",3235,"good_savings","7_or_more_yrs",3,"male_divorced","none",2,"car_or_other",26,"none","own",1,"management",1,"registered","yes","good"
